"Observation"	"Variable"	"Group"	"Supergroup"	"Pair"	"Measurement"
"observation16"	709	"treatment"	"supergroup1"	"pair2"	7.6616087964076
"observation01"	710	"control"	"supergroup1"	"pair1"	7.12007417931043
"observation02"	710	"control"	"supergroup1"	"pair1"	6.63445345665961
"observation03"	710	"control"	"supergroup1"	"pair1"	7.34240631763924
"observation04"	710	"control"	"supergroup1"	"pair1"	7.22707533794312
"observation05"	710	"control"	"supergroup1"	"pair2"	7.2970220843049
"observation06"	710	"control"	"supergroup1"	"pair2"	6.78187694098384
"observation07"	710	"control"	"supergroup1"	"pair2"	6.39122497556401
"observation08"	710	"control"	"supergroup1"	"pair2"	7.09019600414962
"observation09"	710	"treatment"	"supergroup1"	"pair1"	6.57925334045313
"observation10"	710	"treatment"	"supergroup1"	"pair1"	6.53744907949524
"observation11"	710	"treatment"	"supergroup1"	"pair1"	7.36355061640683
"observation12"	710	"treatment"	"supergroup1"	"pair1"	7.46528898847836
"observation13"	710	"treatment"	"supergroup1"	"pair2"	6.95338265757716
"observation14"	710	"treatment"	"supergroup1"	"pair2"	7.15264188733509
"observation15"	710	"treatment"	"supergroup1"	"pair2"	6.29973877071571
"observation16"	710	"treatment"	"supergroup1"	"pair2"	6.26763147293716
"observation01"	711	"control"	"supergroup1"	"pair1"	8.56304123830676
"observation02"	711	"control"	"supergroup1"	"pair1"	8.4411039453063
"observation03"	711	"control"	"supergroup1"	"pair1"	8.66960933537958
"observation04"	711	"control"	"supergroup1"	"pair1"	8.92081204518403
"observation05"	711	"control"	"supergroup1"	"pair2"	8.83381494969192
"observation06"	711	"control"	"supergroup1"	"pair2"	9.0039492856778
"observation07"	711	"control"	"supergroup1"	"pair2"	9.29319449954488
"observation08"	711	"control"	"supergroup1"	"pair2"	8.70968045326208
"observation09"	711	"treatment"	"supergroup1"	"pair1"	9.63964931630041
"observation10"	711	"treatment"	"supergroup1"	"pair1"	8.76349449970535
"observation11"	711	"treatment"	"supergroup1"	"pair1"	8.82827215212945
"observation12"	711	"treatment"	"supergroup1"	"pair1"	9.29648334664504
"observation13"	711	"treatment"	"supergroup1"	"pair2"	8.73084955999833
"observation14"	711	"treatment"	"supergroup1"	"pair2"	8.52069115356236
"observation15"	711	"treatment"	"supergroup1"	"pair2"	8.34573619463621
"observation16"	711	"treatment"	"supergroup1"	"pair2"	9.67999060399409
"observation01"	712	"control"	"supergroup1"	"pair1"	8.12501870568797
"observation02"	712	"control"	"supergroup1"	"pair1"	7.64265022518169
"observation03"	712	"control"	"supergroup1"	"pair1"	7.61172828745109
"observation04"	712	"control"	"supergroup1"	"pair1"	7.59399127418142
"observation05"	712	"control"	"supergroup1"	"pair2"	8.14285636338485
"observation06"	712	"control"	"supergroup1"	"pair2"	7.498428533608
"observation07"	712	"control"	"supergroup1"	"pair2"	7.42405706996666
"observation08"	712	"control"	"supergroup1"	"pair2"	7.49148329908387
"observation09"	712	"treatment"	"supergroup1"	"pair1"	7.62956946974099
"observation10"	712	"treatment"	"supergroup1"	"pair1"	6.72060901898358
"observation11"	712	"treatment"	"supergroup1"	"pair1"	7.67746226441104
"observation12"	712	"treatment"	"supergroup1"	"pair1"	8.12894554846269
"observation13"	712	"treatment"	"supergroup1"	"pair2"	7.71793981284174
"observation14"	712	"treatment"	"supergroup1"	"pair2"	7.52310698524642
"observation15"	712	"treatment"	"supergroup1"	"pair2"	7.14724440459533
"observation16"	712	"treatment"	"supergroup1"	"pair2"	7.85423691901284
"observation01"	713	"control"	"supergroup1"	"pair1"	14.9135472487424
"observation02"	713	"control"	"supergroup1"	"pair1"	15.5599817203359
"observation03"	713	"control"	"supergroup1"	"pair1"	15.6008551338071
"observation04"	713	"control"	"supergroup1"	"pair1"	16.0259874313664
"observation05"	713	"control"	"supergroup1"	"pair2"	14.9021411626983
"observation06"	713	"control"	"supergroup1"	"pair2"	15.9254572005947
"observation07"	713	"control"	"supergroup1"	"pair2"	15.8986161342611
"observation08"	713	"control"	"supergroup1"	"pair2"	15.8010288104418
"observation09"	713	"treatment"	"supergroup1"	"pair1"	14.6821143701908
"observation10"	713	"treatment"	"supergroup1"	"pair1"	14.7527823264081
"observation11"	713	"treatment"	"supergroup1"	"pair1"	16.1378927739481
"observation12"	713	"treatment"	"supergroup1"	"pair1"	15.3011188166634
"observation13"	713	"treatment"	"supergroup1"	"pair2"	15.8682313996756
"observation14"	713	"treatment"	"supergroup1"	"pair2"	15.6074421691472
"observation15"	713	"treatment"	"supergroup1"	"pair2"	15.9164170550586
"observation16"	713	"treatment"	"supergroup1"	"pair2"	15.5353590156906
"observation01"	714	"control"	"supergroup1"	"pair1"	9.87793852769239
"observation02"	714	"control"	"supergroup1"	"pair1"	9.64130276013198
"observation03"	714	"control"	"supergroup1"	"pair1"	10.6768217065357
"observation04"	714	"control"	"supergroup1"	"pair1"	9.76187668833859
"observation05"	714	"control"	"supergroup1"	"pair2"	9.85911177542418
"observation06"	714	"control"	"supergroup1"	"pair2"	9.33412881602227
"observation07"	714	"control"	"supergroup1"	"pair2"	10.0214769688547
"observation08"	714	"control"	"supergroup1"	"pair2"	9.93229350466254
"observation09"	714	"treatment"	"supergroup1"	"pair1"	9.91092626702781
"observation10"	714	"treatment"	"supergroup1"	"pair1"	9.60842250182985
"observation11"	714	"treatment"	"supergroup1"	"pair1"	9.1363210118472
"observation12"	714	"treatment"	"supergroup1"	"pair1"	9.85514261392481
"observation13"	714	"treatment"	"supergroup1"	"pair2"	10.2255538445121
"observation14"	714	"treatment"	"supergroup1"	"pair2"	10.933689793545
"observation15"	714	"treatment"	"supergroup1"	"pair2"	9.78074054262454
"observation16"	714	"treatment"	"supergroup1"	"pair2"	10.3438680268496
"observation01"	715	"control"	"supergroup1"	"pair1"	9.03030255466977
"observation02"	715	"control"	"supergroup1"	"pair1"	8.76117089002333
"observation03"	715	"control"	"supergroup1"	"pair1"	9.43170805988252
"observation04"	715	"control"	"supergroup1"	"pair1"	8.73375053687708
"observation05"	715	"control"	"supergroup1"	"pair2"	8.99749964626429
"observation06"	715	"control"	"supergroup1"	"pair2"	9.28727724221812
"observation07"	715	"control"	"supergroup1"	"pair2"	8.49511637329583
"observation08"	715	"control"	"supergroup1"	"pair2"	9.64715506760559
"observation09"	715	"treatment"	"supergroup1"	"pair1"	8.95308363374368
"observation10"	715	"treatment"	"supergroup1"	"pair1"	9.19902354835795
"observation11"	715	"treatment"	"supergroup1"	"pair1"	8.67524402530197
"observation12"	715	"treatment"	"supergroup1"	"pair1"	8.95911341882344
"observation13"	715	"treatment"	"supergroup1"	"pair2"	8.60190784837886
"observation14"	715	"treatment"	"supergroup1"	"pair2"	8.89551324301211
"observation15"	715	"treatment"	"supergroup1"	"pair2"	9.71562546332007
"observation16"	715	"treatment"	"supergroup1"	"pair2"	9.11265383465997
"observation01"	716	"control"	"supergroup1"	"pair1"	10.8072149838769
"observation02"	716	"control"	"supergroup1"	"pair1"	12.6047553410261
"observation03"	716	"control"	"supergroup1"	"pair1"	10.9941475104808
"observation04"	716	"control"	"supergroup1"	"pair1"	13.0385627824941
"observation05"	716	"control"	"supergroup1"	"pair2"	11.5934246827336
"observation06"	716	"control"	"supergroup1"	"pair2"	10.8306824282841
"observation07"	716	"control"	"supergroup1"	"pair2"	11.7683022898493
"observation08"	716	"control"	"supergroup1"	"pair2"	11.4157887037201
"observation09"	716	"treatment"	"supergroup1"	"pair1"	11.3629545208763
"observation10"	716	"treatment"	"supergroup1"	"pair1"	12.0180180044296
"observation11"	716	"treatment"	"supergroup1"	"pair1"	12.431881582153
"observation12"	716	"treatment"	"supergroup1"	"pair1"	11.2130525864233
"observation13"	716	"treatment"	"supergroup1"	"pair2"	11.3523473890018
"observation14"	716	"treatment"	"supergroup1"	"pair2"	11.6957287769636
"observation15"	716	"treatment"	"supergroup1"	"pair2"	12.0036329754716
"observation16"	716	"treatment"	"supergroup1"	"pair2"	12.0283981663306
"observation01"	717	"control"	"supergroup1"	"pair1"	7.97315558772332
"observation02"	717	"control"	"supergroup1"	"pair1"	7.44897077575588
"observation03"	717	"control"	"supergroup1"	"pair1"	7.9782236210112
"observation04"	717	"control"	"supergroup1"	"pair1"	8.81080653886174
"observation05"	717	"control"	"supergroup1"	"pair2"	8.30020759833006
"observation06"	717	"control"	"supergroup1"	"pair2"	9.20616459209521
"observation07"	717	"control"	"supergroup1"	"pair2"	7.8727367794093
"observation08"	717	"control"	"supergroup1"	"pair2"	7.68137494549561
"observation09"	717	"treatment"	"supergroup1"	"pair1"	8.73363205525305
"observation10"	717	"treatment"	"supergroup1"	"pair1"	8.54838187565308
"observation11"	717	"treatment"	"supergroup1"	"pair1"	7.6596263011445
"observation12"	717	"treatment"	"supergroup1"	"pair1"	8.33551029699276
"observation13"	717	"treatment"	"supergroup1"	"pair2"	8.64960228446725
"observation14"	717	"treatment"	"supergroup1"	"pair2"	7.8010923332034
"observation15"	717	"treatment"	"supergroup1"	"pair2"	8.52143610909764
"observation16"	717	"treatment"	"supergroup1"	"pair2"	8.09973791394225
"observation01"	718	"control"	"supergroup1"	"pair1"	8.69977335323904
"observation02"	718	"control"	"supergroup1"	"pair1"	8.90723348485643
"observation03"	718	"control"	"supergroup1"	"pair1"	8.71212879337581
"observation04"	718	"control"	"supergroup1"	"pair1"	9.27497347073041
"observation05"	718	"control"	"supergroup1"	"pair2"	8.53146564355157
"observation06"	718	"control"	"supergroup1"	"pair2"	8.66659472199938
"observation07"	718	"control"	"supergroup1"	"pair2"	9.47439804037996
"observation08"	718	"control"	"supergroup1"	"pair2"	9.13307049074667
"observation09"	718	"treatment"	"supergroup1"	"pair1"	9.53397120983466
"observation10"	718	"treatment"	"supergroup1"	"pair1"	9.14428049726565
"observation11"	718	"treatment"	"supergroup1"	"pair1"	8.33319858448142
"observation12"	718	"treatment"	"supergroup1"	"pair1"	9.00478983553313
"observation13"	718	"treatment"	"supergroup1"	"pair2"	8.38592710248737
"observation14"	718	"treatment"	"supergroup1"	"pair2"	8.48219278673212
"observation15"	718	"treatment"	"supergroup1"	"pair2"	8.48218255449123
"observation16"	718	"treatment"	"supergroup1"	"pair2"	8.59369016360747
"observation01"	719	"control"	"supergroup1"	"pair1"	5.37366813484237
"observation02"	719	"control"	"supergroup1"	"pair1"	5.88040484253068
"observation03"	719	"control"	"supergroup1"	"pair1"	6.64097901450353
"observation04"	719	"control"	"supergroup1"	"pair1"	5.45545837523174
"observation05"	719	"control"	"supergroup1"	"pair2"	5.86750353923037
"observation06"	719	"control"	"supergroup1"	"pair2"	5.34519358373724
"observation07"	719	"control"	"supergroup1"	"pair2"	6.32985151774349
"observation08"	719	"control"	"supergroup1"	"pair2"	6.2260415573004
"observation09"	719	"treatment"	"supergroup1"	"pair1"	5.3771435107823
"observation10"	719	"treatment"	"supergroup1"	"pair1"	5.33381138798192
"observation11"	719	"treatment"	"supergroup1"	"pair1"	6.27664242215435
"observation12"	719	"treatment"	"supergroup1"	"pair1"	5.67136574218292
"observation13"	719	"treatment"	"supergroup1"	"pair2"	5.92334088095251
"observation14"	719	"treatment"	"supergroup1"	"pair2"	5.86744916817457
"observation15"	719	"treatment"	"supergroup1"	"pair2"	5.98132747847222
"observation16"	719	"treatment"	"supergroup1"	"pair2"	5.34694080749806
"observation01"	720	"control"	"supergroup1"	"pair1"	3.92264351043321
"observation02"	720	"control"	"supergroup1"	"pair1"	5.31937120949785
"observation03"	720	"control"	"supergroup1"	"pair1"	4.6183101408636
"observation04"	720	"control"	"supergroup1"	"pair1"	3.84353671096422
"observation05"	720	"control"	"supergroup1"	"pair2"	4.37289741899527
"observation06"	720	"control"	"supergroup1"	"pair2"	4.50514191751035
"observation07"	720	"control"	"supergroup1"	"pair2"	4.55742031287346
"observation08"	720	"control"	"supergroup1"	"pair2"	3.95958446141074
"observation09"	720	"treatment"	"supergroup1"	"pair1"	4.20015626569295
"observation10"	720	"treatment"	"supergroup1"	"pair1"	4.17712682804919
"observation11"	720	"treatment"	"supergroup1"	"pair1"	4.28085425230938
"observation12"	720	"treatment"	"supergroup1"	"pair1"	4.77964538632485
"observation13"	720	"treatment"	"supergroup1"	"pair2"	4.72044686672407
"observation14"	720	"treatment"	"supergroup1"	"pair2"	5.19268410017812
"observation15"	720	"treatment"	"supergroup1"	"pair2"	3.89343659401144
"observation16"	720	"treatment"	"supergroup1"	"pair2"	4.93610500377417
"observation01"	721	"control"	"supergroup1"	"pair1"	6.00561445343737
"observation02"	721	"control"	"supergroup1"	"pair1"	5.18638019795276
"observation03"	721	"control"	"supergroup1"	"pair1"	5.59964052843604
"observation04"	721	"control"	"supergroup1"	"pair1"	6.67456710735973
"observation05"	721	"control"	"supergroup1"	"pair2"	5.23698943307923
"observation06"	721	"control"	"supergroup1"	"pair2"	5.93446126813592
"observation07"	721	"control"	"supergroup1"	"pair2"	6.29733846138487
"observation08"	721	"control"	"supergroup1"	"pair2"	5.77545006197621
"observation09"	721	"treatment"	"supergroup1"	"pair1"	5.70036881043362
"observation10"	721	"treatment"	"supergroup1"	"pair1"	5.66352153112292
"observation11"	721	"treatment"	"supergroup1"	"pair1"	5.39837174386115
"observation12"	721	"treatment"	"supergroup1"	"pair1"	6.14902509652995
"observation13"	721	"treatment"	"supergroup1"	"pair2"	5.63327337418411
"observation14"	721	"treatment"	"supergroup1"	"pair2"	5.8144005043753
"observation15"	721	"treatment"	"supergroup1"	"pair2"	5.98866127351528
"observation16"	721	"treatment"	"supergroup1"	"pair2"	6.50278314902757
"observation01"	722	"control"	"supergroup1"	"pair1"	9.21319884072542
"observation02"	722	"control"	"supergroup1"	"pair1"	8.29954916627529
"observation03"	722	"control"	"supergroup1"	"pair1"	9.13427388348202
"observation04"	722	"control"	"supergroup1"	"pair1"	8.99980578457396
"observation05"	722	"control"	"supergroup1"	"pair2"	9.6271657736302
"observation06"	722	"control"	"supergroup1"	"pair2"	9.76273076505069
"observation07"	722	"control"	"supergroup1"	"pair2"	8.36653101603057
"observation08"	722	"control"	"supergroup1"	"pair2"	9.16036908269773
"observation09"	722	"treatment"	"supergroup1"	"pair1"	9.65801059556867
"observation10"	722	"treatment"	"supergroup1"	"pair1"	8.99016549758879
"observation11"	722	"treatment"	"supergroup1"	"pair1"	9.59813246253687
"observation12"	722	"treatment"	"supergroup1"	"pair1"	8.50071582982387
"observation13"	722	"treatment"	"supergroup1"	"pair2"	9.63619383016843
"observation14"	722	"treatment"	"supergroup1"	"pair2"	8.93491686370345
"observation15"	722	"treatment"	"supergroup1"	"pair2"	8.76866176302696
"observation16"	722	"treatment"	"supergroup1"	"pair2"	7.80921842156107
"observation01"	723	"control"	"supergroup1"	"pair1"	5.75977817040576
"observation02"	723	"control"	"supergroup1"	"pair1"	6.45825388041482
"observation03"	723	"control"	"supergroup1"	"pair1"	6.08738519753482
"observation04"	723	"control"	"supergroup1"	"pair1"	6.43907483942409
"observation05"	723	"control"	"supergroup1"	"pair2"	5.54270558310792
"observation06"	723	"control"	"supergroup1"	"pair2"	5.61889798795075
"observation07"	723	"control"	"supergroup1"	"pair2"	6.86131037866857
"observation08"	723	"control"	"supergroup1"	"pair2"	6.33972489608688
"observation09"	723	"treatment"	"supergroup1"	"pair1"	5.98575961147066
"observation10"	723	"treatment"	"supergroup1"	"pair1"	5.22481686348545
"observation11"	723	"treatment"	"supergroup1"	"pair1"	6.28215778047059
"observation12"	723	"treatment"	"supergroup1"	"pair1"	6.48738243847961
"observation13"	723	"treatment"	"supergroup1"	"pair2"	5.63397787070821
"observation14"	723	"treatment"	"supergroup1"	"pair2"	6.16994212847149
"observation15"	723	"treatment"	"supergroup1"	"pair2"	5.49741356677952
"observation16"	723	"treatment"	"supergroup1"	"pair2"	5.66307795491476
"observation01"	724	"control"	"supergroup1"	"pair1"	10.9025040384651
"observation02"	724	"control"	"supergroup1"	"pair1"	10.9506659172282
"observation03"	724	"control"	"supergroup1"	"pair1"	11.4711246306929
"observation04"	724	"control"	"supergroup1"	"pair1"	11.8117283956578
"observation05"	724	"control"	"supergroup1"	"pair2"	11.1505820435982
"observation06"	724	"control"	"supergroup1"	"pair2"	11.1383803466356
"observation07"	724	"control"	"supergroup1"	"pair2"	10.6865195931507
"observation08"	724	"control"	"supergroup1"	"pair2"	11.0917123644274
"observation09"	724	"treatment"	"supergroup1"	"pair1"	11.1749459900652
"observation10"	724	"treatment"	"supergroup1"	"pair1"	10.8938352364606
"observation11"	724	"treatment"	"supergroup1"	"pair1"	10.4015111692221
"observation12"	724	"treatment"	"supergroup1"	"pair1"	10.3617765925731
"observation13"	724	"treatment"	"supergroup1"	"pair2"	11.5950224455443
"observation14"	724	"treatment"	"supergroup1"	"pair2"	11.2386508247743
"observation15"	724	"treatment"	"supergroup1"	"pair2"	10.3573331678913
"observation16"	724	"treatment"	"supergroup1"	"pair2"	11.1099319004504
"observation01"	725	"control"	"supergroup1"	"pair1"	11.6461155458167
"observation02"	725	"control"	"supergroup1"	"pair1"	11.2616116636464
"observation03"	725	"control"	"supergroup1"	"pair1"	11.063077185884
"observation04"	725	"control"	"supergroup1"	"pair1"	10.190908394362
"observation05"	725	"control"	"supergroup1"	"pair2"	11.3557183550287
"observation06"	725	"control"	"supergroup1"	"pair2"	12.055345268734
"observation07"	725	"control"	"supergroup1"	"pair2"	11.20137380482
"observation08"	725	"control"	"supergroup1"	"pair2"	10.8286113331519
"observation09"	725	"treatment"	"supergroup1"	"pair1"	11.0832190352181
"observation10"	725	"treatment"	"supergroup1"	"pair1"	11.424862667198
"observation11"	725	"treatment"	"supergroup1"	"pair1"	11.6940901782962
"observation12"	725	"treatment"	"supergroup1"	"pair1"	11.7236117362928
"observation13"	725	"treatment"	"supergroup1"	"pair2"	11.0749805722958
"observation14"	725	"treatment"	"supergroup1"	"pair2"	10.3232033531594
"observation15"	725	"treatment"	"supergroup1"	"pair2"	10.5132495260417
"observation16"	725	"treatment"	"supergroup1"	"pair2"	10.6986375218179
"observation01"	726	"control"	"supergroup1"	"pair1"	8.65181481165359
"observation02"	726	"control"	"supergroup1"	"pair1"	8.61363123299768
"observation03"	726	"control"	"supergroup1"	"pair1"	10.0630013443419
"observation04"	726	"control"	"supergroup1"	"pair1"	9.59762691438876
"observation05"	726	"control"	"supergroup1"	"pair2"	9.69080286290644
"observation06"	726	"control"	"supergroup1"	"pair2"	9.42666671942345
"observation07"	726	"control"	"supergroup1"	"pair2"	9.23836737888797
"observation08"	726	"control"	"supergroup1"	"pair2"	10.718693362377
"observation09"	726	"treatment"	"supergroup1"	"pair1"	8.49502943050586
"observation10"	726	"treatment"	"supergroup1"	"pair1"	9.49725174716406
"observation11"	726	"treatment"	"supergroup1"	"pair1"	9.37921830127708
"observation12"	726	"treatment"	"supergroup1"	"pair1"	9.02796729412688
"observation13"	726	"treatment"	"supergroup1"	"pair2"	9.14437360520615
"observation14"	726	"treatment"	"supergroup1"	"pair2"	9.12949442306127
"observation15"	726	"treatment"	"supergroup1"	"pair2"	8.42664741672879
"observation16"	726	"treatment"	"supergroup1"	"pair2"	9.47181803567175
"observation01"	727	"control"	"supergroup1"	"pair1"	8.42929133638583
"observation02"	727	"control"	"supergroup1"	"pair1"	8.09088117003268
"observation03"	727	"control"	"supergroup1"	"pair1"	7.58933154777539
"observation04"	727	"control"	"supergroup1"	"pair1"	7.65997230746034
"observation05"	727	"control"	"supergroup1"	"pair2"	7.70166535268144
"observation06"	727	"control"	"supergroup1"	"pair2"	7.68361510794572
"observation07"	727	"control"	"supergroup1"	"pair2"	8.52384080649735
"observation08"	727	"control"	"supergroup1"	"pair2"	8.34282049060979
"observation09"	727	"treatment"	"supergroup1"	"pair1"	7.58168077833394
"observation10"	727	"treatment"	"supergroup1"	"pair1"	7.77682865941802
"observation11"	727	"treatment"	"supergroup1"	"pair1"	8.80232721653052
"observation12"	727	"treatment"	"supergroup1"	"pair1"	8.21605609085609
"observation13"	727	"treatment"	"supergroup1"	"pair2"	8.02253986790663
"observation14"	727	"treatment"	"supergroup1"	"pair2"	8.27123922481103
"observation15"	727	"treatment"	"supergroup1"	"pair2"	7.77729985971404
"observation16"	727	"treatment"	"supergroup1"	"pair2"	8.0180586676695
"observation01"	728	"control"	"supergroup1"	"pair1"	5.39575480021067
"observation02"	728	"control"	"supergroup1"	"pair1"	5.65763343242263
"observation03"	728	"control"	"supergroup1"	"pair1"	4.61926178608328
"observation04"	728	"control"	"supergroup1"	"pair1"	5.23125228518343
"observation05"	728	"control"	"supergroup1"	"pair2"	5.13384813921375
"observation06"	728	"control"	"supergroup1"	"pair2"	5.24561136816539
"observation07"	728	"control"	"supergroup1"	"pair2"	5.0178374322688
"observation08"	728	"control"	"supergroup1"	"pair2"	5.18295636732438
"observation09"	728	"treatment"	"supergroup1"	"pair1"	3.97308667590907
"observation10"	728	"treatment"	"supergroup1"	"pair1"	4.13597876770404
"observation11"	728	"treatment"	"supergroup1"	"pair1"	4.48702281164278
"observation12"	728	"treatment"	"supergroup1"	"pair1"	5.11003553984379
"observation13"	728	"treatment"	"supergroup1"	"pair2"	3.66017891532837
"observation14"	728	"treatment"	"supergroup1"	"pair2"	4.01954114852267
"observation15"	728	"treatment"	"supergroup1"	"pair2"	4.78639324585059
"observation16"	728	"treatment"	"supergroup1"	"pair2"	4.35218276581767
"observation01"	729	"control"	"supergroup1"	"pair1"	7.9632541034389
"observation02"	729	"control"	"supergroup1"	"pair1"	7.52444911114426
"observation03"	729	"control"	"supergroup1"	"pair1"	7.03909711535914
"observation04"	729	"control"	"supergroup1"	"pair1"	7.52116624846497
"observation05"	729	"control"	"supergroup1"	"pair2"	7.08235576141707
"observation06"	729	"control"	"supergroup1"	"pair2"	8.53553323736167
"observation07"	729	"control"	"supergroup1"	"pair2"	7.8204840221392
"observation08"	729	"control"	"supergroup1"	"pair2"	7.09042918224696
"observation09"	729	"treatment"	"supergroup1"	"pair1"	6.98776789130515
"observation10"	729	"treatment"	"supergroup1"	"pair1"	7.64468529811723
"observation11"	729	"treatment"	"supergroup1"	"pair1"	6.75131044443186
"observation12"	729	"treatment"	"supergroup1"	"pair1"	8.1049637595152
"observation13"	729	"treatment"	"supergroup1"	"pair2"	7.11478451573345
"observation14"	729	"treatment"	"supergroup1"	"pair2"	8.21231509748199
"observation15"	729	"treatment"	"supergroup1"	"pair2"	8.52900464702483
"observation16"	729	"treatment"	"supergroup1"	"pair2"	8.35019426469101
"observation01"	730	"control"	"supergroup1"	"pair1"	11.4175013351474
"observation02"	730	"control"	"supergroup1"	"pair1"	10.6499781912008
"observation03"	730	"control"	"supergroup1"	"pair1"	10.4473898940628
"observation04"	730	"control"	"supergroup1"	"pair1"	11.6278481089978
"observation05"	730	"control"	"supergroup1"	"pair2"	11.512064255482
"observation06"	730	"control"	"supergroup1"	"pair2"	10.275736889316
"observation07"	730	"control"	"supergroup1"	"pair2"	11.0670897250749
"observation08"	730	"control"	"supergroup1"	"pair2"	11.8495647492297
"observation09"	730	"treatment"	"supergroup1"	"pair1"	11.044894319994
"observation10"	730	"treatment"	"supergroup1"	"pair1"	10.5423945979788
"observation11"	730	"treatment"	"supergroup1"	"pair1"	11.2549298129066
"observation12"	730	"treatment"	"supergroup1"	"pair1"	10.9901832927288
"observation13"	730	"treatment"	"supergroup1"	"pair2"	10.9706934289703
"observation14"	730	"treatment"	"supergroup1"	"pair2"	10.4512574090752
"observation15"	730	"treatment"	"supergroup1"	"pair2"	10.122438567027
"observation16"	730	"treatment"	"supergroup1"	"pair2"	10.4675411784859
"observation01"	731	"control"	"supergroup1"	"pair1"	13.2806026375466
"observation02"	731	"control"	"supergroup1"	"pair1"	13.3139082074239
"observation03"	731	"control"	"supergroup1"	"pair1"	13.224528658148
"observation04"	731	"control"	"supergroup1"	"pair1"	13.6493687015494
"observation05"	731	"control"	"supergroup1"	"pair2"	13.7016400927621
"observation06"	731	"control"	"supergroup1"	"pair2"	12.4819935458892
"observation07"	731	"control"	"supergroup1"	"pair2"	13.6150266437196
"observation08"	731	"control"	"supergroup1"	"pair2"	13.2912465385436
"observation09"	731	"treatment"	"supergroup1"	"pair1"	13.5393193082811
"observation10"	731	"treatment"	"supergroup1"	"pair1"	13.0597692305633
"observation11"	731	"treatment"	"supergroup1"	"pair1"	13.8186538415703
"observation12"	731	"treatment"	"supergroup1"	"pair1"	13.2889506707262
"observation13"	731	"treatment"	"supergroup1"	"pair2"	12.6416968939926
"observation14"	731	"treatment"	"supergroup1"	"pair2"	12.9602641575555
"observation15"	731	"treatment"	"supergroup1"	"pair2"	12.8794920106235
"observation16"	731	"treatment"	"supergroup1"	"pair2"	13.2392098724002
"observation01"	732	"control"	"supergroup1"	"pair1"	10.6164334599733
"observation02"	732	"control"	"supergroup1"	"pair1"	9.94047540651408
"observation03"	732	"control"	"supergroup1"	"pair1"	10.8189587238268
"observation04"	732	"control"	"supergroup1"	"pair1"	10.9763543764938
"observation05"	732	"control"	"supergroup1"	"pair2"	10.4879425068034
"observation06"	732	"control"	"supergroup1"	"pair2"	10.2535340301419
"observation07"	732	"control"	"supergroup1"	"pair2"	10.7285016932554
"observation08"	732	"control"	"supergroup1"	"pair2"	10.8798778399021
"observation09"	732	"treatment"	"supergroup1"	"pair1"	10.2466480892378
"observation10"	732	"treatment"	"supergroup1"	"pair1"	10.6271624651457
"observation11"	732	"treatment"	"supergroup1"	"pair1"	11.2958616937009
"observation12"	732	"treatment"	"supergroup1"	"pair1"	10.5141471087536
"observation13"	732	"treatment"	"supergroup1"	"pair2"	11.0082133841362
"observation14"	732	"treatment"	"supergroup1"	"pair2"	11.0875620265569
"observation15"	732	"treatment"	"supergroup1"	"pair2"	10.8889506267787
"observation16"	732	"treatment"	"supergroup1"	"pair2"	9.67249064653085
"observation01"	733	"control"	"supergroup1"	"pair1"	5.80691484751904
"observation02"	733	"control"	"supergroup1"	"pair1"	6.43045342423773
"observation03"	733	"control"	"supergroup1"	"pair1"	5.29825091819488
"observation04"	733	"control"	"supergroup1"	"pair1"	5.6065067068324
"observation05"	733	"control"	"supergroup1"	"pair2"	5.19770370952014
"observation06"	733	"control"	"supergroup1"	"pair2"	5.82286386150632
"observation07"	733	"control"	"supergroup1"	"pair2"	6.47232278157105
"observation08"	733	"control"	"supergroup1"	"pair2"	5.12124067550865
"observation09"	733	"treatment"	"supergroup1"	"pair1"	5.53789269808071
"observation10"	733	"treatment"	"supergroup1"	"pair1"	6.39065840227064
"observation11"	733	"treatment"	"supergroup1"	"pair1"	5.75174659025219
"observation12"	733	"treatment"	"supergroup1"	"pair1"	5.81158361573142
"observation13"	733	"treatment"	"supergroup1"	"pair2"	5.77466242089
"observation14"	733	"treatment"	"supergroup1"	"pair2"	5.8888374448147
"observation15"	733	"treatment"	"supergroup1"	"pair2"	5.52564061318812
"observation16"	733	"treatment"	"supergroup1"	"pair2"	5.81417258090085
"observation01"	734	"control"	"supergroup1"	"pair1"	16.0141811052295
"observation02"	734	"control"	"supergroup1"	"pair1"	14.7647729293498
"observation03"	734	"control"	"supergroup1"	"pair1"	14.9735690612996
"observation04"	734	"control"	"supergroup1"	"pair1"	15.0140977745806
"observation05"	734	"control"	"supergroup1"	"pair2"	14.9760364222459
"observation06"	734	"control"	"supergroup1"	"pair2"	14.2312144603189
"observation07"	734	"control"	"supergroup1"	"pair2"	13.8202287494381
"observation08"	734	"control"	"supergroup1"	"pair2"	14.5143071798282
"observation09"	734	"treatment"	"supergroup1"	"pair1"	14.7178712574666
"observation10"	734	"treatment"	"supergroup1"	"pair1"	15.5949369639527
"observation11"	734	"treatment"	"supergroup1"	"pair1"	14.1177020484043
"observation12"	734	"treatment"	"supergroup1"	"pair1"	14.4870482863027
"observation13"	734	"treatment"	"supergroup1"	"pair2"	14.9598323051171
"observation14"	734	"treatment"	"supergroup1"	"pair2"	14.5998158123261
