"Observation"	"Variable"	"Group"	"Measurement"
"observation07"	566	"Control"	9.82457901296587
"observation08"	566	"Treatment"	9.45472842489727
"observation09"	566	"Treatment"	9.30191818152893
"observation10"	566	"Treatment"	10.1618460737986
"observation11"	566	"Treatment"	10.5263232343641
"observation12"	566	"Treatment"	9.74136067869251
"observation13"	566	"Treatment"	9.90114991357478
"observation14"	566	"Treatment"	10.0591305562715
"observation01"	567	"Control"	7.49632013004758
"observation02"	567	"Control"	7.51160874475099
"observation03"	567	"Control"	8.09851255560172
"observation04"	567	"Control"	8.67322486313821
"observation05"	567	"Control"	7.67600446050589
"observation06"	567	"Control"	8.2646835668941
"observation07"	567	"Control"	7.66806999146606
"observation08"	567	"Treatment"	6.79034267911755
"observation09"	567	"Treatment"	7.83875787012419
"observation10"	567	"Treatment"	7.76522026237211
"observation11"	567	"Treatment"	8.49672585344419
"observation12"	567	"Treatment"	8.2060343978177
"observation13"	567	"Treatment"	8.83653442849617
"observation14"	567	"Treatment"	7.97554785575099
"observation01"	568	"Control"	9.62047311422936
"observation02"	568	"Control"	10.17474140033
"observation03"	568	"Control"	10.1494190319806
"observation04"	568	"Control"	10.6639494374196
"observation05"	568	"Control"	10.7894833225545
"observation06"	568	"Control"	10.0275332845006
"observation07"	568	"Control"	10.4508676951265
"observation08"	568	"Treatment"	10.5234365573542
"observation09"	568	"Treatment"	10.6417902716863
"observation10"	568	"Treatment"	9.94902813601864
"observation11"	568	"Treatment"	9.46422221459619
"observation12"	568	"Treatment"	10.4153180242459
"observation13"	568	"Treatment"	9.41824219757793
"observation14"	568	"Treatment"	10.1168424598438
"observation01"	569	"Control"	9.8529653439397
"observation02"	569	"Control"	10.7261956031334
"observation03"	569	"Control"	10.6597466576344
"observation04"	569	"Control"	10.6467943907824
"observation05"	569	"Control"	10.432635136901
"observation06"	569	"Control"	10.0914043850313
"observation07"	569	"Control"	11.2371366220868
"observation08"	569	"Treatment"	10.4013603683102
"observation09"	569	"Treatment"	11.2503076328808
"observation10"	569	"Treatment"	10.2470239649909
"observation11"	569	"Treatment"	10.1938968567012
"observation12"	569	"Treatment"	11.1282139134826
"observation13"	569	"Treatment"	10.7445338295593
"observation14"	569	"Treatment"	10.4365034438414
"observation01"	570	"Control"	7.75950632085462
"observation02"	570	"Control"	7.861746503356
"observation03"	570	"Control"	8.35643623580201
"observation04"	570	"Control"	7.58614864366625
"observation05"	570	"Control"	8.7648829395386
"observation06"	570	"Control"	7.73171868309187
"observation07"	570	"Control"	7.63035607767988
"observation08"	570	"Treatment"	7.30832346396363
"observation09"	570	"Treatment"	7.76304516572549
"observation10"	570	"Treatment"	8.24105205285473
"observation11"	570	"Treatment"	8.51651434826624
"observation12"	570	"Treatment"	7.94007316600937
"observation13"	570	"Treatment"	7.54357367104469
"observation14"	570	"Treatment"	7.32135985912711
"observation01"	571	"Control"	12.7549281360438
"observation02"	571	"Control"	12.5866440718954
"observation03"	571	"Control"	12.6409222085403
"observation04"	571	"Control"	13.0255135426055
"observation05"	571	"Control"	12.8233019406755
"observation06"	571	"Control"	12.9483106323823
"observation07"	571	"Control"	12.0253685025094
"observation08"	571	"Treatment"	13.0560035719847
"observation09"	571	"Treatment"	12.253363139839
"observation10"	571	"Treatment"	12.9592143848414
"observation11"	571	"Treatment"	12.8705746443109
"observation12"	571	"Treatment"	13.4809872995968
"observation13"	571	"Treatment"	12.2577698831369
"observation14"	571	"Treatment"	12.2988363946962
"observation01"	572	"Control"	14.4408447154366
"observation02"	572	"Control"	13.5003530292482
"observation03"	572	"Control"	13.1680315068993
"observation04"	572	"Control"	13.0475395590161
"observation05"	572	"Control"	14.7667508464066
"observation06"	572	"Control"	14.2061323121751
"observation07"	572	"Control"	13.7367428725179
"observation08"	572	"Treatment"	13.8773309724552
"observation09"	572	"Treatment"	13.999009988614
"observation10"	572	"Treatment"	12.5915366402199
"observation11"	572	"Treatment"	13.4120378938643
"observation12"	572	"Treatment"	13.2673990907388
"observation13"	572	"Treatment"	12.9863934601393
"observation14"	572	"Treatment"	13.9897675611189
"observation01"	573	"Control"	6.57329909346587
"observation02"	573	"Control"	7.20215204833859
"observation03"	573	"Control"	6.6753589964527
"observation04"	573	"Control"	6.46587594147545
"observation05"	573	"Control"	6.9750687684314
"observation06"	573	"Control"	6.42707652423898
"observation07"	573	"Control"	7.03335840724099
"observation08"	573	"Treatment"	6.4958910107128
"observation09"	573	"Treatment"	6.85745736494366
"observation10"	573	"Treatment"	7.44959093690465
"observation11"	573	"Treatment"	7.01548379427832
"observation12"	573	"Treatment"	7.19684663070505
"observation13"	573	"Treatment"	7.36338591218287
"observation14"	573	"Treatment"	6.50337766100557
"observation01"	574	"Control"	6.02899463506764
"observation02"	574	"Control"	5.89026282678011
"observation03"	574	"Control"	7.32071668233634
"observation04"	574	"Control"	6.8404637322769
"observation05"	574	"Control"	5.9821478623176
"observation06"	574	"Control"	6.19627611005273
"observation07"	574	"Control"	6.11815490160441
"observation08"	574	"Treatment"	5.84945744241719
"observation09"	574	"Treatment"	6.40066514826888
"observation10"	574	"Treatment"	6.59245115366519
"observation11"	574	"Treatment"	6.85477810938731
"observation12"	574	"Treatment"	6.71814124336607
"observation13"	574	"Treatment"	6.42117741732798
"observation14"	574	"Treatment"	6.66207854614247
"observation01"	575	"Control"	9.81270605219951
"observation02"	575	"Control"	9.90356173266179
"observation03"	575	"Control"	10.1037278179781
"observation04"	575	"Control"	10.1811547474802
"observation05"	575	"Control"	10.971647092607
"observation06"	575	"Control"	9.82918503398145
"observation07"	575	"Control"	10.076353689577
"observation08"	575	"Treatment"	9.83720732705746
"observation09"	575	"Treatment"	11.2060443019649
"observation10"	575	"Treatment"	10.8048897067196
"observation11"	575	"Treatment"	10.6975871544991
"observation12"	575	"Treatment"	10.4866519958446
"observation13"	575	"Treatment"	9.89943000870288
"observation14"	575	"Treatment"	10.4501064838473
"observation01"	576	"Control"	7.30024634698264
"observation02"	576	"Control"	6.52931097991615
"observation03"	576	"Control"	7.44294408531873
"observation04"	576	"Control"	5.21385764314542
"observation05"	576	"Control"	4.97140434919117
"observation06"	576	"Control"	5.98383350893327
"observation07"	576	"Control"	6.60425545532544
"observation08"	576	"Treatment"	6.54332239358165
"observation09"	576	"Treatment"	6.58735575055209
"observation10"	576	"Treatment"	6.53393443585622
"observation11"	576	"Treatment"	5.34871583303184
"observation12"	576	"Treatment"	5.93155459440163
"observation13"	576	"Treatment"	6.15612373001761
"observation14"	576	"Treatment"	6.08557787099359
"observation01"	577	"Control"	6.98448016389124
"observation02"	577	"Control"	6.65942168108027
"observation03"	577	"Control"	6.90833198707159
"observation04"	577	"Control"	7.3629834215967
"observation05"	577	"Control"	7.80008183098439
"observation06"	577	"Control"	6.70440963419347
"observation07"	577	"Control"	7.37075901852758
"observation08"	577	"Treatment"	6.7036370829517
"observation09"	577	"Treatment"	6.87315881870182
"observation10"	577	"Treatment"	7.35406068906298
"observation11"	577	"Treatment"	7.23828450047198
"observation12"	577	"Treatment"	6.66983469053365
"observation13"	577	"Treatment"	7.76118455385186
"observation14"	577	"Treatment"	7.56504768935779
"observation01"	578	"Control"	11.0514057220653
"observation02"	578	"Control"	11.7863531095704
"observation03"	578	"Control"	11.1059032916435
"observation04"	578	"Control"	11.2134875531893
"observation05"	578	"Control"	12.0577392023478
"observation06"	578	"Control"	11.4669909402482
"observation07"	578	"Control"	12.0871170105928
"observation08"	578	"Treatment"	12.5672108301273
"observation09"	578	"Treatment"	11.0845870134724
"observation10"	578	"Treatment"	11.2782623827737
"observation11"	578	"Treatment"	11.7192387249182
"observation12"	578	"Treatment"	11.6144707965896
"observation13"	578	"Treatment"	12.0080864566386
"observation14"	578	"Treatment"	11.6464446058348
"observation01"	579	"Control"	6.50893520036091
"observation02"	579	"Control"	7.39647208755494
"observation03"	579	"Control"	7.04943926247648
"observation04"	579	"Control"	7.16428685406499
"observation05"	579	"Control"	7.02257260161656
"observation06"	579	"Control"	7.41163189954087
"observation07"	579	"Control"	6.76381673451977
"observation08"	579	"Treatment"	8.73663877233047
"observation09"	579	"Treatment"	9.77772620781908
"observation10"	579	"Treatment"	9.07598201606065
"observation11"	579	"Treatment"	9.06168603991948
"observation12"	579	"Treatment"	8.1931473195395
"observation13"	579	"Treatment"	7.23861972861262
"observation14"	579	"Treatment"	8.64524805578988
"observation01"	580	"Control"	5.22496833336558
"observation02"	580	"Control"	3.92247793487425
"observation03"	580	"Control"	5.34009365157328
"observation04"	580	"Control"	4.92893553731725
"observation05"	580	"Control"	4.50811693568789
"observation06"	580	"Control"	4.19383523026407
"observation07"	580	"Control"	4.53322392655507
"observation08"	580	"Treatment"	5.23920469110241
"observation09"	580	"Treatment"	4.71081700132752
"observation10"	580	"Treatment"	4.49713029915029
"observation11"	580	"Treatment"	4.10810128848844
"observation12"	580	"Treatment"	4.35298975086402
"observation13"	580	"Treatment"	5.16632812705126
"observation14"	580	"Treatment"	4.20950873069021
"observation01"	581	"Control"	10.6177100757494
"observation02"	581	"Control"	11.1440173094742
"observation03"	581	"Control"	11.2431813906246
"observation04"	581	"Control"	11.1267825104017
"observation05"	581	"Control"	11.0378142205914
"observation06"	581	"Control"	11.2389752538621
"observation07"	581	"Control"	10.6340534938902
"observation08"	581	"Treatment"	10.964367843096
"observation09"	581	"Treatment"	11.6776097392018
"observation10"	581	"Treatment"	10.6089527876738
"observation11"	581	"Treatment"	11.4357867508814
"observation12"	581	"Treatment"	11.3009828719518
"observation13"	581	"Treatment"	11.6337488210859
"observation14"	581	"Treatment"	10.4427747571531
"observation01"	582	"Control"	5.91597929034079
"observation02"	582	"Control"	5.7595946974987
"observation03"	582	"Control"	4.73650196417716
"observation04"	582	"Control"	4.85765415655593
"observation05"	582	"Control"	5.09579532153959
"observation06"	582	"Control"	5.0789598299468
"observation07"	582	"Control"	4.90905056665724
"observation08"	582	"Treatment"	5.58558966398084
"observation09"	582	"Treatment"	5.81940051202543
"observation10"	582	"Treatment"	4.46393056939636
"observation11"	582	"Treatment"	4.9711983221299
"observation12"	582	"Treatment"	5.00199041250878
"observation13"	582	"Treatment"	4.64055710066511
"observation14"	582	"Treatment"	5.55764824526673
"observation01"	583	"Control"	6.07906821005643
"observation02"	583	"Control"	5.42100845866987
"observation03"	583	"Control"	5.14134345267226
"observation04"	583	"Control"	4.91681200896024
"observation05"	583	"Control"	5.78808101051416
"observation06"	583	"Control"	4.72312151727706
"observation07"	583	"Control"	5.5511398155173
"observation08"	583	"Treatment"	5.0082219820645
"observation09"	583	"Treatment"	5.37665980832405
"observation10"	583	"Treatment"	5.72287528321664
"observation11"	583	"Treatment"	5.09562066419062
"observation12"	583	"Treatment"	5.84003405395813
"observation13"	583	"Treatment"	6.34026743877064
"observation14"	583	"Treatment"	5.1320783811202
"observation01"	584	"Control"	11.6110890525566
"observation02"	584	"Control"	11.1885103416986
"observation03"	584	"Control"	12.1028006278056
"observation04"	584	"Control"	11.8591157562616
"observation05"	584	"Control"	11.7560309500603
"observation06"	584	"Control"	11.194984109661
"observation07"	584	"Control"	10.3780622246986
"observation08"	584	"Treatment"	11.5314314113804
"observation09"	584	"Treatment"	11.9677292225001
"observation10"	584	"Treatment"	11.749208034472
"observation11"	584	"Treatment"	12.2054780891739
"observation12"	584	"Treatment"	11.201757227294
"observation13"	584	"Treatment"	12.3369882674971
"observation14"	584	"Treatment"	11.3888265970479
"observation01"	585	"Control"	9.77258163793055
"observation02"	585	"Control"	8.6444480845343
"observation03"	585	"Control"	9.50681113339253
"observation04"	585	"Control"	9.81463049667333
"observation05"	585	"Control"	9.96009612973749
"observation06"	585	"Control"	9.68349825264569
"observation07"	585	"Control"	9.1025533373409
"observation08"	585	"Treatment"	9.31125733427201
"observation09"	585	"Treatment"	8.67024291874778
"observation10"	585	"Treatment"	9.50596644536423
"observation11"	585	"Treatment"	9.21368551042662
"observation12"	585	"Treatment"	8.5697625643238
"observation13"	585	"Treatment"	10.1500955417947
"observation14"	585	"Treatment"	10.0195476395165
"observation01"	586	"Control"	10.4510863524739
"observation02"	586	"Control"	10.4840609505426
"observation03"	586	"Control"	10.0782505187612
"observation04"	586	"Control"	9.74867342276918
"observation05"	586	"Control"	10.214857524256
"observation06"	586	"Control"	10.5060297309143
"observation07"	586	"Control"	9.78994592919458
"observation08"	586	"Treatment"	9.72758296928329
"observation09"	586	"Treatment"	9.55388939780514
"observation10"	586	"Treatment"	10.611702797069
"observation11"	586	"Treatment"	10.2123417075386
"observation12"	586	"Treatment"	9.60160822697239
"observation13"	586	"Treatment"	11.5323670267063
"observation14"	586	"Treatment"	10.1898300631327
"observation01"	587	"Control"	8.72007663305436
"observation02"	587	"Control"	8.2634144973821
"observation03"	587	"Control"	8.50793736166673
"observation04"	587	"Control"	7.93502386809071
"observation05"	587	"Control"	8.71142931869949
"observation06"	587	"Control"	8.51803326382605
"observation07"	587	"Control"	7.76784983190583
"observation08"	587	"Treatment"	8.20609794630367
"observation09"	587	"Treatment"	8.66178749925892
"observation10"	587	"Treatment"	8.06143728384043
"observation11"	587	"Treatment"	9.08620607459149
"observation12"	587	"Treatment"	7.56447001753199
"observation13"	587	"Treatment"	7.77338038919138
"observation14"	587	"Treatment"	8.25364049045849
"observation01"	588	"Control"	6.15634645301779
"observation02"	588	"Control"	5.38242509281124
"observation03"	588	"Control"	6.02785492844813
"observation04"	588	"Control"	5.75526279588572
"observation05"	588	"Control"	6.39678185876482
"observation06"	588	"Control"	5.2524401246512
"observation07"	588	"Control"	5.38744401629503
"observation08"	588	"Treatment"	5.60223690425485
"observation09"	588	"Treatment"	5.54655253555896
"observation10"	588	"Treatment"	5.38578793562521
"observation11"	588	"Treatment"	6.56975372013262
"observation12"	588	"Treatment"	5.95171214326096
"observation13"	588	"Treatment"	6.15496855136318
"observation14"	588	"Treatment"	5.2059955793709
"observation01"	589	"Control"	11.1563530226174
"observation02"	589	"Control"	10.2036343258783
"observation03"	589	"Control"	10.2899207292544
"observation04"	589	"Control"	11.5967253745334
"observation05"	589	"Control"	10.2758693826702
"observation06"	589	"Control"	10.7007934660023
"observation07"	589	"Control"	10.8192691286689
"observation08"	589	"Treatment"	10.8655061092823
"observation09"	589	"Treatment"	10.4276936572663
"observation10"	589	"Treatment"	10.5679382329793
"observation11"	589	"Treatment"	11.4252131615157
"observation12"	589	"Treatment"	10.4667822701522
"observation13"	589	"Treatment"	10.9829616627285
"observation14"	589	"Treatment"	10.9845782188604
"observation01"	590	"Control"	14.0446392264193
"observation02"	590	"Control"	13.7698894613585
"observation03"	590	"Control"	12.9921158842334
"observation04"	590	"Control"	13.4897865801196
"observation05"	590	"Control"	12.9291051898691
"observation06"	590	"Control"	12.7391729270306
"observation07"	590	"Control"	14.4696223659004
"observation08"	590	"Treatment"	14.1540876515502
"observation09"	590	"Treatment"	14.6856826872238
"observation10"	590	"Treatment"	14.6968260807324
"observation11"	590	"Treatment"	14.8536524338545
"observation12"	590	"Treatment"	15.3357872455236
"observation13"	590	"Treatment"	15.5574284283536
"observation14"	590	"Treatment"	13.9975824916724
"observation01"	591	"Control"	5.55659961678999
"observation02"	591	"Control"	5.0185002867648
"observation03"	591	"Control"	4.89547590964856
"observation04"	591	"Control"	5.16729039852355
"observation05"	591	"Control"	4.94458587297874
"observation06"	591	"Control"	4.36617293044376
"observation07"	591	"Control"	4.72084127753061
"observation08"	591	"Treatment"	5.85361039877954
"observation09"	591	"Treatment"	5.16671656207251
"observation10"	591	"Treatment"	5.58337757936824
"observation11"	591	"Treatment"	5.49525216993478
"observation12"	591	"Treatment"	5.30509949336901
"observation13"	591	"Treatment"	4.39372855431172
"observation14"	591	"Treatment"	5.74302967199649
"observation01"	592	"Control"	6.08923863478942
"observation02"	592	"Control"	6.86507312720335
"observation03"	592	"Control"	7.28710878067534
"observation04"	592	"Control"	7.35840645665474
"observation05"	592	"Control"	7.19629392887032
"observation06"	592	"Control"	6.90894866127306
"observation07"	592	"Control"	7.42131999177667
"observation08"	592	"Treatment"	7.15416000797613
"observation09"	592	"Treatment"	6.379985724862
"observation10"	592	"Treatment"	6.65606038930313
"observation11"	592	"Treatment"	7.06700731069501
"observation12"	592	"Treatment"	7.53977101800581
"observation13"	592	"Treatment"	6.45464048777722
"observation14"	592	"Treatment"	6.34191738148002
"observation01"	593	"Control"	7.91822000901849
"observation02"	593	"Control"	8.12433117544844
"observation03"	593	"Control"	7.71601039723541
"observation04"	593	"Control"	7.96763286065997
"observation05"	593	"Control"	8.45197422084325
"observation06"	593	"Control"	7.1228288919038
"observation07"	593	"Control"	8.065741954514
"observation08"	593	"Treatment"	8.07200861297572
"observation09"	593	"Treatment"	7.33711570398174
"observation10"	593	"Treatment"	7.47228381835752
"observation11"	593	"Treatment"	7.66780665053867
"observation12"	593	"Treatment"	7.68452032286392
"observation13"	593	"Treatment"	6.78420504082056
"observation14"	593	"Treatment"	7.13389234138473
"observation01"	594	"Control"	6.08014012497385
"observation02"	594	"Control"	5.58661604804297
"observation03"	594	"Control"	5.54415883040161
"observation04"	594	"Control"	5.13751739912472
"observation05"	594	"Control"	5.25689372750147
"observation06"	594	"Control"	4.62941834999426
"observation07"	594	"Control"	5.45558170610324
"observation08"	594	"Treatment"	5.72231477116622
"observation09"	594	"Treatment"	4.68113834790825
"observation10"	594	"Treatment"	5.47852054640338
"observation11"	594	"Treatment"	5.39386077203029
"observation12"	594	"Treatment"	4.94588372283122
"observation13"	594	"Treatment"	6.25391562043135
"observation14"	594	"Treatment"	5.88236437964763
"observation01"	595	"Control"	11.4348282326083
"observation02"	595	"Control"	10.7651012004319
"observation03"	595	"Control"	11.3378746295444
"observation04"	595	"Control"	11.1166592442814
"observation05"	595	"Control"	11.297446481639
"observation06"	595	"Control"	11.7998268488447
"observation07"	595	"Control"	11.3387420999432
"observation08"	595	"Treatment"	11.1618645118076
"observation09"	595	"Treatment"	10.6616694054017
"observation10"	595	"Treatment"	11.4013159514132
"observation11"	595	"Treatment"	11.3913549278681
"observation12"	595	"Treatment"	11.5967855425934
"observation13"	595	"Treatment"	10.8261068101209
"observation14"	595	"Treatment"	10.4777278766219
"observation01"	596	"Control"	7.0633519486727
"observation02"	596	"Control"	6.46172541554942
"observation03"	596	"Control"	6.64279998289181
"observation04"	596	"Control"	7.04823352201282
"observation05"	596	"Control"	7.81490398859954
"observation06"	596	"Control"	7.22704007307852
"observation07"	596	"Control"	6.58690348050245
"observation08"	596	"Treatment"	6.42577308528349
"observation09"	596	"Treatment"	7.0197644361893
"observation10"	596	"Treatment"	7.05368160018308
"observation11"	596	"Treatment"	7.20940933185103
"observation12"	596	"Treatment"	6.83748733363029
"observation13"	596	"Treatment"	6.66143758006261
"observation14"	596	"Treatment"	6.03201603838693
"observation01"	597	"Control"	8.75106866431227
"observation02"	597	"Control"	9.47945221083477
"observation03"	597	"Control"	8.06059141604165
"observation04"	597	"Control"	8.28009332372359
"observation05"	597	"Control"	7.7097663641016
"observation06"	597	"Control"	8.77763517868956
"observation07"	597	"Control"	8.09970472631218
"observation08"	597	"Treatment"	8.4352619736753
"observation09"	597	"Treatment"	8.87589373954622
"observation10"	597	"Treatment"	9.20943836164782
"observation11"	597	"Treatment"	8.85994046529513
"observation12"	597	"Treatment"	9.10536125908928
"observation13"	597	"Treatment"	8.62196650216266
"observation14"	597	"Treatment"	9.3175760702714
"observation01"	598	"Control"	11.5054296077818
"observation02"	598	"Control"	10.6643050669557
"observation03"	598	"Control"	11.4598071908297
"observation04"	598	"Control"	11.9530608905801
"observation05"	598	"Control"	11.2832392147329
"observation06"	598	"Control"	11.5743532631197
"observation07"	598	"Control"	11.2261510405121
"observation08"	598	"Treatment"	10.7417377786911
"observation09"	598	"Treatment"	11.4927685563334
"observation10"	598	"Treatment"	11.266969800319
"observation11"	598	"Treatment"	10.9434878910659
"observation12"	598	"Treatment"	11.4891767598498
"observation13"	598	"Treatment"	11.2174272324516
"observation14"	598	"Treatment"	11.2502388604891
"observation01"	599	"Control"	13.9187942438925
"observation02"	599	"Control"	14.6154970306995
"observation03"	599	"Control"	14.6264077807078
"observation04"	599	"Control"	13.8331021102667
"observation05"	599	"Control"	14.4568419294358
"observation06"	599	"Control"	14.2185147616547
"observation07"	599	"Control"	13.4614854062962
"observation08"	599	"Treatment"	13.6680733102565
"observation09"	599	"Treatment"	14.6257632587817
"observation10"	599	"Treatment"	14.5268096016549
"observation11"	599	"Treatment"	14.8974582916565
"observation12"	599	"Treatment"	14.4469095923762
"observation13"	599	"Treatment"	14.4048102201429
"observation14"	599	"Treatment"	14.470180500759
"observation01"	600	"Control"	9.98466451593375
"observation02"	600	"Control"	9.74287506644356
"observation03"	600	"Control"	9.21730716279603
"observation04"	600	"Control"	9.62406088153555
"observation05"	600	"Control"	9.46874995761525
"observation06"	600	"Control"	9.66899386757529
"observation07"	600	"Control"	9.30752358750461
"observation08"	600	"Treatment"	9.02317559425801
"observation09"	600	"Treatment"	9.12811179300815
"observation10"	600	"Treatment"	9.71997228879813
"observation11"	600	"Treatment"	9.31808381706696
"observation12"	600	"Treatment"	9.04538208675551
"observation13"	600	"Treatment"	9.57151533110685
"observation14"	600	"Treatment"	9.05973527251329
"observation01"	601	"Control"	9.20767096639373
"observation02"	601	"Control"	9.03460182436028
"observation03"	601	"Control"	9.63231688226198
"observation04"	601	"Control"	8.94346822514052
"observation05"	601	"Control"	9.92388623339493
"observation06"	601	"Control"	8.75590435834559
"observation07"	601	"Control"	9.18121682042791
"observation08"	601	"Treatment"	8.50314961153334
"observation09"	601	"Treatment"	8.60344658105805
"observation10"	601	"Treatment"	9.25721665534618
"observation11"	601	"Treatment"	8.99200503202078
"observation12"	601	"Treatment"	8.03273126380318
"observation13"	601	"Treatment"	9.59730427135742
"observation14"	601	"Treatment"	9.66646299583418
"observation01"	602	"Control"	4.19939921560286
"observation02"	602	"Control"	4.18608003468507
"observation03"	602	"Control"	5.43042864318901
"observation04"	602	"Control"	4.70675167778605
"observation05"	602	"Control"	5.56329193398891
"observation06"	602	"Control"	4.96984778888276
"observation07"	602	"Control"	5.04534479020484
"observation08"	602	"Treatment"	5.33472103482218
"observation09"	602	"Treatment"	4.97765910893518
"observation10"	602	"Treatment"	5.90058563866714
"observation11"	602	"Treatment"	5.40683430503238
"observation12"	602	"Treatment"	5.18513467117513
"observation13"	602	"Treatment"	5.01496639465142
"observation14"	602	"Treatment"	6.22871096086564
"observation01"	603	"Control"	9.15158130979553
"observation02"	603	"Control"	8.64471329737419
"observation03"	603	"Control"	9.07450180603945
"observation04"	603	"Control"	9.33101326241049
"observation05"	603	"Control"	8.62316497220423
"observation06"	603	"Control"	9.25418783884348
"observation07"	603	"Control"	8.70150163126084
"observation08"	603	"Treatment"	8.39912833824365
"observation09"	603	"Treatment"	8.56738406395887
"observation10"	603	"Treatment"	9.24362715735666
"observation11"	603	"Treatment"	8.72512817781322
"observation12"	603	"Treatment"	8.07763671511245
"observation13"	603	"Treatment"	9.11828552168725
"observation14"	603	"Treatment"	8.4790636116366
"observation01"	604	"Control"	10.9752257141427
"observation02"	604	"Control"	11.1041517573256
"observation03"	604	"Control"	10.6438926560565
"observation04"	604	"Control"	10.4383559340727
"observation05"	604	"Control"	11.9002429048013
"observation06"	604	"Control"	10.7314550562662
"observation07"	604	"Control"	10.8911471405584
"observation08"	604	"Treatment"	10.383484322715
"observation09"	604	"Treatment"	11.1891411652572
"observation10"	604	"Treatment"	11.8758115691773
"observation11"	604	"Treatment"	11.1454921151888
"observation12"	604	"Treatment"	10.9434278230533
"observation13"	604	"Treatment"	11.3254601667184
"observation14"	604	"Treatment"	10.417506536547
"observation01"	605	"Control"	10.5454273270693
"observation02"	605	"Control"	10.4369762682162
"observation03"	605	"Control"	10.3844555307124
"observation04"	605	"Control"	10.124923123169
"observation05"	605	"Control"	10.6047218768503
"observation06"	605	"Control"	10.0811809446865
"observation07"	605	"Control"	10.8830687653242
"observation08"	605	"Treatment"	10.5141090974683
"observation09"	605	"Treatment"	9.51293739747919
"observation10"	605	"Treatment"	9.32786655085054
"observation11"	605	"Treatment"	9.74824541420105
"observation12"	605	"Treatment"	10.1960823801596
"observation13"	605	"Treatment"	10.0370499186573
"observation14"	605	"Treatment"	10.1740260835435
"observation01"	606	"Control"	9.33744199890804
"observation02"	606	"Control"	8.48871949445316
"observation03"	606	"Control"	8.31009770211983
"observation04"	606	"Control"	8.29431664714389
"observation05"	606	"Control"	9.37813304985882
"observation06"	606	"Control"	7.94320013566024
"observation07"	606	"Control"	7.45941649253985
"observation08"	606	"Treatment"	8.52017563482318
"observation09"	606	"Treatment"	8.4753843590944
"observation10"	606	"Treatment"	8.12941991586302
"observation11"	606	"Treatment"	8.40222989898237
"observation12"	606	"Treatment"	7.91255266289816
"observation13"	606	"Treatment"	8.03286780722289
"observation14"	606	"Treatment"	8.31743467391006
"observation01"	607	"Control"	5.80486310445942
"observation02"	607	"Control"	6.19535213103693
"observation03"	607	"Control"	5.66008715594092
"observation04"	607	"Control"	6.95059121727201
"observation05"	607	"Control"	5.27619583336834
"observation06"	607	"Control"	5.92049108637476
"observation07"	607	"Control"	6.3966699998757
"observation08"	607	"Treatment"	6.05434817210239
"observation09"	607	"Treatment"	5.17837552127569
"observation10"	607	"Treatment"	5.6533099503015
"observation11"	607	"Treatment"	5.88199791888751
"observation12"	607	"Treatment"	5.16675060380013
"observation13"	607	"Treatment"	5.74228186725468
"observation14"	607	"Treatment"	6.0246897747204
"observation01"	608	"Control"	10.815757402493
"observation02"	608	"Control"	11.2076305811231
"observation03"	608	"Control"	11.0506939233766
"observation04"	608	"Control"	11.4215975329717
"observation05"	608	"Control"	11.2620586576076
"observation06"	608	"Control"	10.3726226539275
"observation07"	608	"Control"	11.1105243572288
"observation08"	608	"Treatment"	11.3488303783575
"observation09"	608	"Treatment"	10.5758003825095
"observation10"	608	"Treatment"	11.1640422984166
"observation11"	608	"Treatment"	10.6392575197163
"observation12"	608	"Treatment"	11.17295543179
"observation13"	608	"Treatment"	10.9754661684411
"observation14"	608	"Treatment"	11.1941907815021
"observation01"	609	"Control"	6.07655019181117
"observation02"	609	"Control"	6.36164765701434
"observation03"	609	"Control"	6.02440759154763
"observation04"	609	"Control"	6.71406608392412
"observation05"	609	"Control"	5.8051388694313
"observation06"	609	"Control"	6.27116170095761
"observation07"	609	"Control"	6.80365554921931
"observation08"	609	"Treatment"	6.16168657034158
"observation09"	609	"Treatment"	7.02249068255258
"observation10"	609	"Treatment"	6.34329400649329
"observation11"	609	"Treatment"	6.37057175025854
"observation12"	609	"Treatment"	5.8992242457437
"observation13"	609	"Treatment"	5.98212348201803
"observation14"	609	"Treatment"	6.38822878143873
"observation01"	610	"Control"	5.35181769222449
"observation02"	610	"Control"	6.20225452793763
"observation03"	610	"Control"	6.45200459698098
"observation04"	610	"Control"	5.6066806505275
"observation05"	610	"Control"	6.1818647883961
"observation06"	610	"Control"	5.42299945170505
"observation07"	610	"Control"	6.00084846700849
"observation08"	610	"Treatment"	5.1790857866027
"observation09"	610	"Treatment"	5.40766633638988
"observation10"	610	"Treatment"	5.91416601537717
"observation11"	610	"Treatment"	5.09545819710051
"observation12"	610	"Treatment"	5.8649102404802
"observation13"	610	"Treatment"	5.98650035936072
"observation14"	610	"Treatment"	5.80724823132555
"observation01"	611	"Control"	10.6488689847836
"observation02"	611	"Control"	10.0965938967523
"observation03"	611	"Control"	10.3480515796397
"observation04"	611	"Control"	10.5178952105522
"observation05"	611	"Control"	11.7067621403649
"observation06"	611	"Control"	10.4119771158311
"observation07"	611	"Control"	11.226095059998
"observation08"	611	"Treatment"	10.9179379470327
"observation09"	611	"Treatment"	10.6122651306495
"observation10"	611	"Treatment"	11.3549058484836
"observation11"	611	"Treatment"	10.6702962188552
"observation12"	611	"Treatment"	10.7217118040275
